text,star
밑에분. 오늘 특선영화로 나와요,10
"영화가 끝나고 나서도 한참을 생각하게 되는, 오래 기억에 남는 영화",10
본격 아싸 권장 영화 ㅋㅋ,8
반전이 없었다면 재미있었을까? 확실한건 영화 보고 난 뒤에 표현할 수 없는 불쾌감이 너무 크게 자리를 잡음,5
최고최고 진짜 말 필요없듬,10
김지수 이서진 역겹다.,7
이서진이 이렇게 연기 잘하는 줄 몰랐네ㅋㅋ 아니 이런 능글거리는 연기라고 해야하나,10
한 장소에서 벌어지는 인간의 추악한 천태만상을 풀어내는 블랙코미디. 한국영화에서 기대하지 못한 참신한 작품,8
처음부터 끝까지 기분 나쁜 영화그만보고 싶어도 쓰레기짓의 한계가 과연 어디까지인가 궁금해서 보게됐네요남는건 배우들의 명연기밖에 없어요진짜 다들 OOO기 연기 끝내줌,2
"평점조절로 1점 줌. 적당한 평점은 5점대? 한정된 공간,시간에서 영활 끌어갈려니 억지 설정이 너무 많아 보기힘듬. 저급한 연극 한편 본듯",1
귀걸이 너무 뜬금없는거 아니냐,3
와대단 어떻게 제작비를 이렇게 안쓰고 영화를 만들수가있지? ㅎㅎ 밥상위에서 4식구 대화하는것밖에없네,4
더러운데 깨끗한척 답답한,5
OO 진짜 암걸리는건 거의도가니급 영화네..,1
씹인싸들 에게는 그 어떤 영화보다도 무서운 영화일 것이다.,10
뭔가 있는 듯 하지만 결국 별것 없는. 가볍고 웃기지만 코미다라고 부르기엔 웃음도 모자란.  고작 비밀이라는 것이 남 험담하고 바람 피우는 것이 전부인 수준.,5
다괜찮은데..친구여자하고는 그럼 안되지,5
현실속 공감을 통해 공포를 이끌어 내기엔 다소 억지스러운 상황 전개 와 설정. 킬링타임용 영화,6
참나ㅋㅋㅋ 절레절레 한다 이건 믿거,1
진부함과 저급함의 앙상블,2
이게 평점이 9점대라고? 너무 웃기다 불륜 동성애를 개그코드로 이 쓰레기 영화가 존재한다는 것도 빡치지만 더 빡치는 건 이런 걸 웃기다고 웃는 사람들의 반응이다 평점 1점도 아깝다,1
영화 진행을 위한 억지로 얽히고 섥힌 이야기들이 불편하게만 느껴진다. 나름 위트는 볼만하지만 그닥 추천은 못하겠다,4
주변에 이딴 친구들이 없다는게 감사할 따름,2
"결말만 아니면;;; 더테러라이브처럼 한장소에서 흥미진진한것도 좋았고 중반까진 괜찮았다. 송하윤,조진웅,영배? 빼곤 다 쓰레기임^^ 이서진 젤 쓰레기 퉤",7
반지 계속 도는거 보니까 꿈속이네,9
생각보다 평범하다. 역린은 재밌었는데,6
원래 우리나라 사람들이 막장내용에 환장하잖아 잘 노렸네ㅋㅋㅋ,4
나쁘진않았는데 9점넘는 영화인진 모르겠어요. .  .,7
에효;;더할말이 없는데 10글자이상쓰라네,4
출연진만 보고 영화를 보면 안되는구나...를 잘알게 된 영화,6
씁쓸하다....에휴,5
ㄱ ㅐ 막장에 말도안되는 스토리 .... 보다보면 심장쫄리는 영화..집에들 안가고 왜 계속 저러고있지라는 생각이드는영화..,5
김지수 배역 같은 사람이 현실에선 정말 더러운 류... 적폐지,9
영화가 뭐이리 막장이냐ㅋ 너무 극단적이네,1
이서진 예능많이하고 광고 많이 찍어서 그런가 연기하는게 적응이 안되네.. 광고보는 느낌,1
별로였음....시간지나면 내가 이거 봤었나 기억도안날고같음 너무 가벼움,2
이 영화총제작비:강원도 특산물음식값,2
劇情?爛 電影不知道要表達什?..,2
정치적 뒤틀림을 불편하게 세뇌시킨다,2
연기력도 좋고 이서진씬 좀 딸렷지만 중간중간 웃음요소도있었지만 보는내내 맘불편했네요가족이지만 서로 숨기고 바람피고 30년넘는친구 와이프랑바람피고 동성애옹호하고..영화속에서도 가족을생각하는 훈훈한 영화를 좀 그렷믐하네...,4
군데 군데 조진웅과 유해진의 케미로 인해 재밌는 요소가 있지만 전체적으로 봤을때 9점대 평점의 영화는 아닌듯하네요. 특히 이서진의 어색한 연기가 너무 아쉬웠습니다.,4
-&/&:?;828@2,2
너무 별로였음. 찝찝함만 남았다,1
내용이 보기 너무 불편한데...,4
웃기는 장면도 많았지만 그 속에 현재를 살아가는 각자의 비밀이야기... 마지막 결론이 사랑으로 맺어서 결혼한 부부인데..너무도 서로를 모른 체 숨기며 살아가는 것  같아서 보고 나서 기분이 찜찜했어요.,2
뭔가  기분나쁜 영화..,5
기대한 것 보단 별로..,5
사람은 양파같다 까도 까도,2
진짜 인생영화 나온것 같아요,10
우린 생각보다 완벽하지않고 쉽게 상처받는다.,10
가볍거나..진지하거나...오랜친구과의술자리는둘중에 하나여야한다.,2
어디가 잼있는지 모르는 영화 나만 웃음의 코드가 틀리나?   걸작선님 리뷰 부탁드립니다.,2
인간의  감정중  남녀간의  문제에  집중했다는것   아쉽네요,4
게이가 가장 사랑에 대해서 잘 아네 소중한 것이 무엇인지 깨달아서 그런가.... 아이러니,9
남들에게 내 폰을 공개 할 만큼 떳떳한 사람이 몇이나 될까,10
"오늘 보면서 ""허미 ㅅㅣ벌 어떡해 졷됌....""하면서 입틀막을 몇번을 했나 모르겠네ㅋㅋㅋ 오랜만에 잘만든 한국영화에 박수를 보냅니다. 영화관에서 봤으면 극장 안 관객들 동시에 하는 리액션 보는재미가 있...",10
이 영화에서 보여주는게 씁쓸하고 부정하고 싶지만 우리의 현실이라는거...잔잔한 일상속에 감추고 있는 나만의 비밀스런 공포심,8
비하와 풍자를 구분못하는 얼간이들이 많구나. 이 영화의 가장 큰 장점은 관객이 이 영화를 코미디로 받아들이느냐 불쾌함으로 받아들이느냐를 감독이 정하는 것이 아닌 결국 관객 스스로가 결정하게 한다는 점이다.,9
어거지가 너무심하니 화가난다,1
재미있으면서 의미심장한 영화,8
김지수가 이서진때릴때 제일 쇼크 ㅋㅋㅋ,10
후반에 염정화 울면서 하는 대사 너무 길어서 따분했음,2
솔직히 잘만든 영화 맞다. 하지만 보는내내 오장육부가 뒤틀리는 불편함을 느꼇다. 민감한 사람이라면 절대 비추천함. 진심 1점주려다가 마지막에 엔딩때문에 그나마 약간힐링되서 2점준다. 최악의 영화였다.,2
사랑과전쟁 단체판 그냥시간떼우기정도 기대없이봐도 그냥그럼;; 영화매니아들은 후기보고 기대하고 봤다간 큰코다침 ㅡ ㅡ,6
미췬.집에서 뒤늦게 봤는데 완전노잼.,2
핸드폰 게임을 왜 한거지 ?아주 개 판이네 별로 좋은 생각은 들어갈꺼 같진 않다 이렇게 더럽다니...,2
평점 9  동감 못합니다. 싼가격 비티비로 봐서 그나마 후회는 안합니다,4
평점이 높길레 기대하고 봤는데 지루한 영화였다.,1
굳이 왜 봤나 싶다 개 잡 넘 들 이야기,2
평점알바가 판을 차는구만.... 낚엿다.. iptv에 우와.. 저거 찍은 배우들도 사기꾼이네,2
자극적이기만 저질영화,2
이런 영화가 9점대라니.  ㅎ,1
"전개가 억지, 개연성 없고 고스포드파크를 봐라",1
"보는 내내, 그리고 본 후에도 불쾌한 영화. 영화관에서 큰 스크린으로 안 보길 잘 했다. 음향 연출이나 긴장감 조성은 좋지만, 대체 최종적으로 말하고자 하는 내용이 정확히 뭔지 모르겠다.",1
요즘 한국 영화는 왜 원작의 존재유무를 먼저 알리지 않는지.순수 창작물처럼 입다물고 있다가 나중에 사실을 알게된 사람들이 나오면 그때서야 양심고백하는 이유가 뭘까.,1
병맛영화가 이런거네...,1
"저짓거리를 왜하는지 이해불가인영화, 분위기가 안좋으면 중간에라도 그만두면 되잖아? 현실성이 전혀없어서 몰입이안됨",1
소재는 독특하지만 인간의 타락함을 너무 극적으로 연출해서 보기 불편했음.,1
"재미없던데...  인간중독, 김창수가 낫다",2
ㅋㅋ 베댓중에 알바도 있는 듯.. 갠적인 생각이지만 9.09나올만큼 좋은 영환 아닌듯 특히 결말이 매우 엉뚱.. 알꺼 다 아는데 낙천적인 분위기.. 불편하고 싫음 차라리 다 밝히는게 속이 시원하지 전개도 별로고 웃기...,4
역시 영화관 가서 안보길 잘했음..ㅋㅋ 졸라 잼없고 뭔내용인지 전혀모르겠음ㅋㅋ 내생에 최악의 영화..ㅋㅋ,1
테이블위에 반지돌아가면서 달과 오버랩되는거 너무너무 촌시러죽겠네 아 짜증나,2
또다른 제목은 모르는게 약이라는 건가요,4
배우들 연기는 말할것이 없다.하지만 스토리가 망쳤다.. 보는내내 화만나고,4
이서진같은 남편만날까 무섭다,8
보면 볼수록  굉장히 불편한 영화,1
배우들의 연기로 억지로 살린 영화,1
이게 왜 15세야 ㅋㅋ 솔로면 걍 보지마라 현타온다;; 겉과 속이 다른 현대인에 대한 비판은 좋았다,1
알바가 너무 많네 이거보다가 엄청 졸았는데 뭐여,1
중간중간 웃기긴한데보고나면 기분이좀 더럽네요남자들의 더러운 얘기들은기분,2
개봉날짜 잘잡았다.. 왜이렇게 평점이높지..,2
프랑스영화 리메이크 작품이자너,2
그냥 그랬다. 웃긴 장면 몇 제외하고는 별 감흥도 없었고,4
저예산영화일줄 알았는데 손익분기점이 180만명? 그렇담 배우들 출연료가 얼마나 많길래 손익분기점이 .... ^^ 입소문으로 흥행이 이어지는 영화라 이정도만.,1
설정은 신선하고 오락성이 다분하지만 등장인물들은 아주 틀에 박힌듯한 선입견에 범벅이된 인물들로 즐비하다. 심지어 조연에 목소리 출연의 고마운 카메오들 마져 전형적인 이라는 틀로 만들어낸 불편하고 역겨운 설정에 보고난...,1
우리나라 극장의 현실 예매율은 보헤미안랩소디에 한참 떨어지는데 관객수는 더 많음 ㅋㅋ요즘 트렌드가 불륜이긴한듯 좋은영화아님,1
와 평점높아서 기대했는데 알바였구나...나만 이상한줄,1
이게 왜 9점대인지 노이해,6
코미디라길래 가볍게 볼랬는데 블랙코미디ㅜㅜ...  보고나서 찝찝함만 남는 영화. 집에 누워 편하게 보긴 괜찮은 영화지만 영화관에서 보기에는 좀...,4
완벽한 저예산 영화   인간적으로 더이상 기대치없음,6
그냥 그렇던데 돈아까움 보헤미안을 한번 더 볼껄,5
웃음포인트가 많아 가볍게 보시는분들은 재밌게 느끼실수도 있는데 저는 개인적으로 이게 웃긴가 싶었어요. 그래서 영화가 말하려는게 비밀을 알려고 하지말라는건가? 실제적으로 이렇게 사생활이 더러운 사람들이 많진않겠지만 보...,4
단막극 드라마 수준 정도의 시나리오 생사람 게이 만들며 웃기려는 코드도 식상하다그냥 특집드라마 정도로 만들지 머 이딴걸 영화로까지,4
잘만든 드라마 정도..솔직히  극장에서 보긴 좀 돈 아까웠음,7
난 진짜 별로였는데 허구헌날 바람 밖에는 소잿거리가 없는건가,6
"배우들의 연기는 너무 좋았으나, 스토리의 설정에 과한 감이 있고 현대 사회의 가정 속에서 부정적인 요소들만 들어나 안타깝고 그런 이유로 웃픈느낌이 났습니다.",6
기대가너무컸나보오 초반유해진만재미짐,2
극장에서 봐서 볼만한 정도지 집에서 보면 핵노잼일듯..뭐가 꿀잼인지..중간중간 웃긴장면 두세개 있는듯..스토리도.참...결국은 불륜..,4
중간중간 몇번 웃긴거 빼고는 너무 심심한영화 돈주고 보기는 아깝네요,6
그거 들먹이는거 싫은데 쩝,1
앞에서 친한척 굴고 뒤에선 재수없다 까내리는 전형적인 여적여 프레임. 또 차라리 끝까지 코미디였으면 재미있는 막장 드라마 한편 본 것 같고 말텐데 이도저도 아닌 교훈 남기기...그냥 속고 사는게 낫다? 근데 그러기엔...,6
조진웅 아내가 제일 ㅆㄹㄱ아님?,8
재미있었는데 마지막 이서진 임신까지는 너무 아침드라마던데...,8
이거 메시지가 무엇이지?이서진 비밀중 바람피는 여친이 임신까지 했다는데~결말은 모르는 게 약이다? 이런 분위기던데....,1
빡쳐서길게쓴다.평점 진짜 뻥튀기 됬다...염정아연기때문에 그나마 2점줌 나오는 인물들 성격이 다 겉속이 다르고 위선자들 같음 친하다는 사람들끼리 저런관계가 정상임? 일 다벌려놓고 끝엔 다꿈 ?열린결말?ㅋㅋ각본쓰기쉽네...,2
이게 재밌다고..? 평점 높아서 봤더니.. 보는 내내 불편하기만 함,1
뭐이딴영화가ㅠ 평점 8점 결혼은 안하는게 답이다 영화내용이 현실임,1
솔직히 9점대 영화는 아닌듯기대하고봤는데 대체 어디가 재밌다는건지이서진연기도 영 어색하고 불륜을 감싸주는게 남자들의 의리인척 포장하는것도 역겨움원작 반의반도 못따라가는영화,1
아니 뭐가 웃긴데? 웃기다고 한 사람들 전혀 이해가 안됨 그냥 불편하기만 하던데? 여러모로 의미나 배우들의 연기력은 훌륭하지만 웃긴거는 전혀 없음. 도대체 뭐가 어디서 웃겼냐?,1
와 이게 왜 평점이 좋지? 보다가 기분 나빠서 끔;;,1
보다 졸았음재미없어요,2
평점 8점대나 7점 후반대가 나을듯. 조정 위해서 낮게 올림,1
개 암. 가슴답답하고 꽉 막힌기분 ;;;; 왜봣지 되돌리고싶다 배우들 연기는 최고..,1
세상은 또라이 천지다 ㅈ같은세상,1
별점 높아서 기대하고 봤는데 이게 재밌냐? 비속적인 말과 행동만 난무하고 영화가 가볍기 그지없다,2
온갖 개막장.사랑과 전쟁 스토리를 믹스해서 영화로 만든듯...,1
진짜로 처음부터 끝가지 너무 재미없어요 엄마랑 봣는데 둘다 같은생각 중간에 피식피식 가끔그런면만나오고 노잼 ㄹㅇ팩트에요 따른리뷰 믿지마요,1
평점믿고 보러갔는데 재미 하나도 없고 불편하기만함  돈아까움 공짜로 보여준데도 안봄 제발 댓글광고 좀 그만했으면,1
기대를하지말고갈걸그랬나.. 한편으론웃기지만 다른한편으론 역겹고 찝찝하게만드는한편의 싸구려 영화.. 생각없이 가볍게보는게 최고일듯.. 여튼 난실패한영화.. 끝까지못보고나옴,1
실내 올로케이션 영화인 듯신선했지만 재미는 없었어용,2
억지 설정으로 느껴지고 끝난 후 기분이 안 좋은건 나뿐인가?,2
재미도 감동도 교훈도 후..,1
쓰레기라고 하면 쓰레기가 더 기분 나쁠듯~죄다 평점 알바들이구만,1
제정신 아닌 사람들을 보는 것 같은 영화,4
기분나쁘고 불쾌한 한남코미디~ 아내가 남편한테 존댓말쓰고 남자가 바람피는건 당연한거고 숨겨줘야하고~ 배나온 남자들이 여자 품평 오지게 하고 여자들은 듣고 가만있고~~,1
좋지 않은 메세지를 전달할 수 있는 소지가 다분한 영화,1
불륜을 일반화 시키는 이야기 개인적으로 이영화 보고나서 더욱 더 아무도 못믿겠고 정직한 사람은 끝까지 불쌍했다,2
신나게 웃으며 봤지만 명배우들 연기 빼면 하나도 남는 것 없는 삼류영화.,1
OO같은 영화 ㅗ오오ㅗ,1
보지 마세요.... 완전 별로,1
전혀 새로울 게 없는 떡볶이 같은 영화,4
진짜 진짜 별로ㅠㅠㅠ돈 아까운 영화에요엄청난 비밀을 기대한 것이 잘못이었나 결국은불륜이었다.,2
기대했던것보다는 별로이다 예고편에서 나오는 웃긴장면이랑 유해진이 그걸로오해받아 연기하는것만 웃기고 넘 기대를 많이했나,6
"불편한 영화.. 그냥 코메디 인줄 알았더니 블랙 코메디였어.. 영화 끝나고 너무 찝찝한 기분이였어요. 하지만 상영관 안의 분위기는 좋아서 3점드릴게요. 성차별, 동성애혐오, 병원환자성추행 등 이런것들 희화화해서 기분...",3
영화를 보는내내 제작비 얼마일까 궁금했던사람중 한명이며 이서진은 극중캐릭터랑 안맞는 느낌같았고 그냥저냥 시간 떼우기 영화? 우와 볼만하자 우와 와닿는다는 개념은 아니라서,6
이서진 연기 어색해서 불편,4
여자로써 비혼을 결심하게 하는 영화.,1
ㅆㄹㄱ 더이상 설명이 필요없음,2
평점만큼 재미있는지 모르겠네요.ㅜ 그저 유쾌한 영화인줄 알고 봤는데.. 아니더군요,6
호불호가 갈리는 영화 내용은 없음,2
"뿌려놓은 떡밥 회수가 귀찮아서 남의 영화에 묻어가려는 건 절대로 오마주가 아닙니다. 또 관객들은 바보가 아니니 문제의 장면을 두 번이나 보여주고, 배우들 입으로 확인사살 시켜주실 필요도 없습니다. 영화 만드는 게 귀...",2
"게임을 시작해 비밀이 드러난게 해피엔딩일까, 묻어두고 사는게 해피엔딩일까.",8
블랙만 있고 코믹은 없네요.,2
재미없을 거 같았는데 평점이 생각보다 말도 안되게 높길래 한번 봤는데... 내 취향의 영화는 아니였다ㅜ 근데 귀걸이는 진짜 대박....,2
연기는 좋았으나 메시지는 그닥,1
여혐버무리 영화- 21살짜리랑 바람핀 남편을 욕해야지 21살짜리가 천박한 년이라 하는 클라스ㅋㅋㅋㅋ,2
시간낭비다.필름낭비다.관객이 왜 그딴 얘기를 들어야하느냐?,1
왜 0점은 없는지; 모르겠네;,1
보는 내내 불쾌 왜 뜬건지 이해 X,1
사람의 관계는 친구든 사랑하는 사람이든 신뢰가 기본... 교훈도 의미도 재미도 정말 하나도 없는 영화,1
쓰레기같은 영화입니다 왜 평점 높은지,2
"왜, 별점 선택에 0점은 없지? 촬영장소 비용을 다 댓글알바에 썼나봅니다.진짜 댓글 알바들 열일 합니다.영화티켓비용, 내 시간, 주차비 심지어 팝콘비도 아까웠던 적은 처음이네요.보는 내내 불쾌했습니다.",1
보는 내내 불편함만 가득,1
여혐 범벅 성소수자 혐오 영화,2
오랜만에 신랑이랑 영화관 데이뚜~뭘볼까하다  현재1위~코믹해?~ 평이너무좋길래~선택...보다가  중간에 나왔다.집가는길..신랑테  한소리묵음.ㅡㅡ이거예매했다고?취향차이이긴 하나?알바들 풀었었나?나중에 지베서 보기용임...,2
작가 ㅋㅋ 사람들의 삶을 세가지로 단정짓냐 ㅉ,1
현실에선 호구같은 조진웅같은 남자. 없다,1
너무 재미 없다!! 비추!! 코미디라며 웃을 수 있는 부분이 없었다는...,1
불륜과 동성애를 저조한 웃음코드로 쓰는 답이없는 영화,1
일루미나티 스러운 부엉이와 알게모르게 동성애가 절대 나쁜게아니고 누구나 게이가 될수있다고 세뇌하고싶었나 가족을 무너트리려는 영화라서 실망,1
"언젯적 여적여 프레임에 여혐이 난무하고 분노조절장애 남자들, 성소수자 혐오 조롱이 아무렇지도 않게 표현되는..마지막엔 불륜, 바람 미화까지ㅋㅋㅋ 완벽한 쓰레기 영화",1
진짜 최악인데 평점 왜높냐,1
남자들은 다 믿을놈 없다는 걸 보여주는 영화.다른건 모르겠고 친구아내랑 바람피는 건 또 뭔지..게이에 대한 불편한 시선 또한 누군가가 보면 불쾌했을 영화임보헤미안 랩소디나 여타의 블록버스터 급 영화랑은 차원이 다른 ...,1
20OOO 역대 최악의영화,1
이 영화 덕분에 한국영화 더 안볼듯,1
평점9점대 받을영화는 절대 아니다,1
솔직히지루했고한번씩 빵 터질땐있었지만 ㅡ돈아까움  나중 집서 다운받아볼걸보헤미안 랩소디 반도 못 따라옴,6
돈 ㅌ아까웠음 쓰레기영화,1
내용  없는 무념영화 이해불가,1
진짜 누가 9점 만든거야...;;,1
남자들의 우정? 웃기고앉았네,1
한국에서 이런 스타일의 영화가완벽한 짜임새를 이루며 성공할 수있다는 것만으로 신선하고 반가운 일.너무 천편일률 조폭 범죄영화가 난무하는 충무로에서 말이지,10
그냥 현실성 제로인 쓰레기 f급영화,1
어후 왜이렇게 영화가 짜증나는지.. 나는 이런 영화 진짜 싫다.,1
배우들의 연기와 웃음 빼고는 불쾌했던 영화.. ‘3가지의 나’가 존재한다고 하지만 불륜도 비밀스러운 자신의 내면 세계가 있는것마냥 치부해버리는 영화. 완벽한 타인이라는건 서로를 고쳐주고 비판해주는 것 같은데 그저 더...,2
너무 과하고 불쾌했어요. 영화 왠만하면 잘보는데 안본눈사요 진짜..,6
방금 보고 나왔는데 사실 별기대 안하고 갔다가 너무 재밌게 보고 나왔습니다 배우들 연기력은 물론 스토리도 완벽 지루할틈도 없었습니다 대박 날거같아요,10
코미디인데 스릴러 못지 않은 긴장감이 있네요 ㅎㅎ 볼만합니다,8
재미 긴장 공감있습니다. 각본쓴사람 잘썼다! 연기도 자기옷입은듯 잘했음..,8
이야 진짜 재밌게 잘봤어요!!ㅎㅎ,10
와우ㅋㅋ진짜생각지도못하게넘잼있어요~^^,10
공감~만배~심장 쫄깃ㅋㅋ^^,10
진짜 영화! 연기 최고! 재미 만점!,10
배우들은 좋은거 인정 소재도 신선한거 인정근데 연출때문인지 머때문인진 몰라도 전개가 너무 뜬금없고 부자연스러울때가 중간중간 많았음이게 9점대라고?ㅋㅋㅋ 네이버는 진짜 알바한테 다 적셔졌구나 진짜,1
이게 블랙코미디라고? 그냥 존나지루한데,2
뭐냐이거? 이걸 300만을 보게 한거니?  드라마니? 스릴러니? 로맨스니?뭐니? 결말도없고?  인도영화도 이런건 안만든다~마동석하고 뭔차이냐이게~,1
역시나.겉은 화려해졌어도 속은 찌들다못해 냄새나는 사회가 되었다?차라리  발리우드.홍콩느와르 영화가 백만배는 더 좋은듯. 영화를 통해 낭만에 대한 상상력을 키우기는 커녕 저질코메디에 헛웃음만 웃다가 나도 같이 욕하고...,1
평점 높아서 시간이 남아서 본 영화. 남친은 재미있다고 봤는데 전 보는 내내 불편했음. 친구들끼리 나눈 농담에도 가시가 있었고 서로 상처주는 말을 아무렇지 않게 하고 희화화시키는 모습이 불편했어요. 기분 전환하려고 ...,1
저질농담과 가정파탄 나는 장면을 실시간으로 보여주는 영화... 보고 나서 기분이 좋진 않았습니다,1
보지마라 이거보고 헤어졋다,1
오늘 봤는데 돈주고 보기엔..,1
염정아 유해진이 다한 영화. 염정아가 이렇게 연기 잘하는줄 몰랐음.,9
"이건 진짜 쩔었다.. 한국영화가 낼 수 있는 최대한 중에 하나.. 명품 배우들은 이렇게 쓰는 것이란걸 보여주는 영화.. 자연스러운 개 웃긴 코믹, 긴장감, 반전, 경악 모든 것이 있음.. 지인이 말한것을 격하게 공감...",9
다된영화 이서진뿌리기,8
사람은 다 누구나 그런척하며 한심한 놈들 미화하는 영화. 동성애빼고는 다 하나같이 추잡하네요 특히 남자들..ㅜ 영화보면서 스트레스얻어온느낌..ㅠ,1
보는 내내 정말 기분나쁘네요다들 웃으시던데 전 돈쓰고 기분만 나빠졌네요 별 0개는 안되네요,1
"촬영장소는 하나, 스케일은 집안, 심지어 옷도 갈아입지 않았다. 대한민국은 뻔히 예견되는 대사와 코미디를 좋아하나? 억지 웃음 짓게 만드는, 웃음도 별로 유쾌하지 않은 이런 영화는 만들지 않았으면 한다.",1
이게 왜 평점 일위인지 도저히 모르겠음 결말이 정말 쓰레기같다 결국엔 가정파탄으로 이어지는 모든 행동들이 왜 희화화 될 수 있는지 의문,1
별로네 보헤미안비교되네 ㅡㅡ,2
유해진빼고 다 별로..,1
재미없어요 웃기지도 않고.. 무슨 메세지를 주려는 지도 모호해요 너무 억지인 설정도 많고 대사 수준도 시대에 뒤떨어진 느낌.. 배우들이 아까움,1
처음에는 지루해서 잠오고웃긴부분은있지만 왜평점이 높은지 모르겠음ㅡㅡ,1
한국 영화의 현실.. 온갖 혐오에 이걸 웃긴다고 보고 웃고있는 관객들도.. 재밌다고 해서 봤는데 이딴식의 스토리인줄 알았다면 보지 않았을것입니다. 평점이 이렇게 높은 이유를 알 수가 없네요,1
불쾌한 유머는 재미라고 볼수없다,1
"저렴한 대사들로 가득, 아직도 이런 유머가 통한다니 빡대가리들만 웃는 유머들 영화가 가지고 있는 주제는 알겠다만, 그걸 표현하는 방식이 허접하고 추접스러움 자기들만 재밌는 개저씨들의 농담",1
웃기고 슬프고ㅠ열받고ㅠㅠㅠ,10
오랜만에 많이 웃었어요^^,10
영화 엄청 재밌네요. 오랜만에 제대로 몰입해서 본 한국영화입니다.,10
사람은 파고드는것이 본능 같다 들춰내서 상처주고 받더라도 그 끝을 어떻게 해서든 보고싶어 하는 그런.. 변태적 심리.. 다르니까 다르니까 하고 넘어가더라도 끝에는 저 사람 대체 왜 저럴까?,9
최근 본 영화중 최고!강추!,10
꿀잼입니다 배우들연기 짱짱,10
재밌네요...반전의 반전...반전의 연속이네요...,10
영화관에서 다같이 껄껄대고 웃어본적있는가?,10
노련한 배우들의 노련한 연기와 감칠맛 나는 연출 그리고 완벽한 스토리의 힘까지 간만에 웰메이드 코미디 영화 나왔습니다. 강추에요!! 이영화 특히 극장에서 보는게 좋은게 다른 관객들 반응 보는 재미가 완전 쏠쏠,10
꿀잼이였다가 무서웠다가 ㅎㄷㄷ,10
30대 후반 - 50대 초반까지 강추입니다오랜만에 재미난 영화~~~꼭 보세요,10
극장에서 다들 빵빵터졌음 재밌을것 같았는데 기대이상!,10
인간의 심리를 보여준 영화,10
진심 올해 본 영화 중에 최고!! 특히 아줌마에게 웃음코드가 딱 맞아 떨어짐ㅋㅋ,10
"유로 시사회를 봤는데 오랬만에 영화로 힐링했다.무르익은 연기 시감나는 연출왼벽한대사 재미속에 흐르는 긴장감,정말 끝까지 웃으며 긴장하는 묘미,이것이 바로 이 재규 감독의 역랑이라느키며 영화관을 나섰다.",10
대박 완전 굿^^* 대박 대박 완전 대박 진심 대박,10
웃다가 끝난 영화였어요. 하지만 끝나고 나면 좀 생각해봐야하는 내용입니다. 꼭 보세요~,10
그냥 전 혼자 살게요..,1
"사람은 전부 다르기 때문에, 10년 20년 같이 보낸 타인에 대해 전부 알고 있다고 생각하지만 그건 착각이다.  타인의 비밀스러운 모습도 알고 싶어하지만, 판도라의 상자를 여는 순간 관계는 결국 파국으로 치닫는다. ...",10
막장 같은 스토리지만 꿀잼. 깔깔거리고 봤다. 나름 생각도 해볼 수 있는 블랙코메디,10
"연기는 말할 것도 없고, 잘짜여진 배역들의 티키타카 기가 맥힙니다",10
스포일러가 포함된 감상평입니다. 감상평 보기,9
불쾌하다는 관객평이 많은것이 곧 이영화가 얼마나 잘만들었는지 알려준다.,10
"그러니까 사생활은 보여지면 파탄나고, 어느정도 감추며 서로를 이해하면 행복해질 거다 이건가. 뭔가 되게 깝깝한 주제의식이다...",6
너무  현실적인 내용 그자체 ;; 영화니까 격한 소재로 보여줬겠지만 판단은 알아서 하는걸로 ~,9
자기 자신도 자신을 모르고 때론 자기 자신조차 이해하기 힘들고 인정할수 없는 사람이 어찌 타인에 대해  죄다 이해하고 인정 할수 있을까?..그래서 어떤관계든 적정선을 갖으라는 말이 있지. 함정은 가장 가까운 사이가 ...,6
다시봐도 재밌다 굿굿 ㅎㅎㅎㅎ,10
신선한 소재의 여운을 남기는 영화. 핸드폰 하나로 긴장감있는 전개와 함께 마지막 결말을 보니 더 많은 생각이 듬.,10
티비에서 해줘서봤는데넘 재밌게 봤어요~~,10
웰메이드 영화 전개도 흥미진진,10
재밌게 봤습니다. ^^,10
각 캐릭터마다 스토리가 있고 쫄리는 분위기가 좋았어요. 이런 영화 좋아요 ㅎㅎ,10
어쩜 설정도 캐릭터도 배우캐스팅도 이렇게나 성공적인지 ㅎㅎㅎ 이서진님은 지금까지 본 연기중 제일 찰떡,10
"적절한 리메이크, 멋진 배우들의 조화",10
인간에 대한 회의감을 느낌,7
연인끼리 절대 보면 안되는영화,10
억지설정에 융화되지 못하는 배우들. 그다지 현실을 찰지게 반영하지도 못한 어설픈 풍자. 이 영화가 저 평점인게 도저히 이해가 안가네. 시간낭비함.,4
킬링타임용 재미는 있는데 두 번 보라면 안 볼 영화,6
사람은 참 극도로 치밀하고 무섭다.그러나 그렇기에 우리는 서로 지낼 수 있는 것.너무 많은 걸 알게 됐을 때 우리는 지금처럼 지낼 수 없다.,10
제한된 공간과 배우들로 시간을 메워나가는 것이 예술임. 상당히 몰입도가 높음. 배우들의 연기 어마어마하다. 최근 몇 년동안 나온 한국 영화 중 손가락 안에 드는 수작,9
조낸 재밌다 이영화 레알 ㅋ,10
"어린이 들은 이해 하기 힘든 비현실적이면서도 지극히 현실적인 영화. 이 영화는 불륜만 얘기 하는게 아니라, 결혼 후 남편의 무관심에 여성으로써의 사랑을 갈구 하는 모습, 동성애에 대한 사회의 인식, 자식과의 갈등에 ...",10
